Run,alias,Assay Type,AssemblyName,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,description,ena_checklist,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_name,SRA_accession,SRA Study,Title
ERR1136546,I1550,OTHER,GCF_000001405.25,62,5884339,PRJEB11450,SAMEA3663976,2181632,HARVARD MEDICAL SCHOOL,public,"bam,sra","s3,ena,gs,ncbi","s3.us-east-1,gs.US,ena,ncbi.public",LBK_EN,ERC000011,2015-11-25,2018-11-16,ERX1215412,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:56Z,public,NextSeq 500,I1550_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663976,ERS971125,ERS971125,ERP012840,Ancient European
ERR1136547,I0126,OTHER,GCF_000001405.25,61,3478841,PRJEB11450,SAMEA3663829,1161506,HARVARD MEDICAL SCHOOL,public,"bam,sra","gs,ena,ncbi,s3","gs.US,ncbi.public,s3.us-east-1,ena",Poltavka,ERC000011,2015-11-25,2018-11-16,ERX1215413,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:04Z,public,NextSeq 500,I0126_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663829,ERS970978,ERS970978,ERP012840,Ancient European
ERR1136548,I0371,OTHER,GCF_000001405.25,65,7093080,PRJEB11450,SAMEA3663841,1509860,HARVARD MEDICAL SCHOOL,public,"sra,bam","ena,s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public,ena",Poltavka,ERC000011,2015-11-25,2018-11-16,ERX1215414,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:05Z,public,NextSeq 500,I0371_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663841,ERS970990,ERS970990,ERP012840,Ancient European
ERR1136549,I0374,OTHER,GCF_000001405.25,65,4148817,PRJEB11450,SAMEA3663842,1106999,HARVARD MEDICAL SCHOOL,public,"sra,bam","ncbi,gs,s3,ena","gs.US,ena,s3.us-east-1,ncbi.public",Poltavka,ERC000011,2015-11-25,2018-11-16,ERX1215415,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:05Z,public,NextSeq 500,I0374_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663842,ERS970991,ERS970991,ERP012840,Ancient European
ERR1136550,I0440,OTHER,GCF_000001405.25,55,23576013,PRJEB11450,SAMEA3663859,6054072,HARVARD MEDICAL SCHOOL,public,"sra,bam","ena,ncbi,gs,s3","ncbi.public,ena,s3.us-east-1,gs.US",Poltavka,ERC000011,2015-11-25,2018-11-16,ERX1215416,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:07Z,public,NextSeq 500,I0440_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663859,ERS971008,ERS971008,ERP012840,Ancient European
ERR1136551,I0432,OTHER,GCF_000001405.25,64,6658038,PRJEB11450,SAMEA3663851,1602527,HARVARD MEDICAL SCHOOL,public,"bam,sra","s3,gs,ena,ncbi","ncbi.public,ena,gs.US,s3.us-east-1",Poltavka_outlier,ERC000011,2015-11-25,2018-11-16,ERX1215417,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:06Z,public,NextSeq 500,I0432_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663851,ERS971000,ERS971000,ERP012840,Ancient European
ERR1136552,I0246,OTHER,GCF_000001405.25,76,1276978,PRJEB11450,SAMEA3663834,656197,HARVARD MEDICAL SCHOOL,public,"bam,sra","ncbi,ena,s3,gs","ncbi.public,ena,gs.US,s3.us-east-1",Potapovka,ERC000011,2015-11-25,2018-11-16,ERX1215418,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:05Z,public,NextSeq 500,I0246_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663834,ERS970983,ERS970983,ERP012840,Ancient European
ERR1136553,I0418,OTHER,GCF_000001405.25,59,3463340,PRJEB11450,SAMEA3663843,866066,HARVARD MEDICAL SCHOOL,public,"bam,sra","s3,gs,ena,ncbi","s3.us-east-1,gs.US,ncbi.public,ena",Potapovka,ERC000011,2015-11-25,2018-11-16,ERX1215419,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:05Z,public,NextSeq 500,I0418_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663843,ERS970992,ERS970992,ERP012840,Ancient European
ERR1136554,I0419,OTHER,GCF_000001405.25,63,4687735,PRJEB11450,SAMEA3663844,1213741,HARVARD MEDICAL SCHOOL,public,"bam,sra","s3,ncbi,ena,gs","s3.us-east-1,ncbi.public,ena,gs.US",Potapovka,ERC000011,2015-11-25,2018-11-16,ERX1215420,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:05Z,public,NextSeq 500,I0419_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663844,ERS970993,ERS970993,ERP012840,Ancient European
ERR1136555,I0122,OTHER,GCF_000001405.25,74,84107676,PRJEB11450,SAMEA3663828,32146639,HARVARD MEDICAL SCHOOL,public,"bam,sra","gs,ncbi,ena,s3","ncbi.public,ena,s3.us-east-1,gs.US",Samara_Eneolithic,ERC000011,2015-11-25,2018-11-16,ERX1215421,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:04Z,public,NextSeq 500,I0122_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663828,ERS970977,ERS970977,ERP012840,Ancient European
ERR1136556,I0433,OTHER,GCF_000001405.25,64,2095738,PRJEB11450,SAMEA3663852,711659,HARVARD MEDICAL SCHOOL,public,"bam,sra","gs,ncbi,s3,ena","gs.US,s3.us-east-1,ncbi.public,ena",Samara_Eneolithic,ERC000011,2015-11-25,2018-11-16,ERX1215422,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:06Z,public,NextSeq 500,I0433_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663852,ERS971001,ERS971001,ERP012840,Ancient European
ERR1136557,I0434,OTHER,GCF_000001405.25,57,616649,PRJEB11450,SAMEA3663853,432680,HARVARD MEDICAL SCHOOL,public,"sra,bam","s3,gs,ncbi,ena","gs.US,ena,ncbi.public,s3.us-east-1",Samara_Eneolithic,ERC000011,2015-11-25,2018-11-16,ERX1215423,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:06Z,public,NextSeq 500,I0434_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663853,ERS971002,ERS971002,ERP012840,Ancient European
ERR1136558,I0247,OTHER,GCF_000001405.25,53,22352633,PRJEB11450,SAMEA3663835,5754691,HARVARD MEDICAL SCHOOL,public,"bam,sra","ena,ncbi,gs","ncbi.public,ena,gs.US",Scythian_IA,ERC000011,2015-11-25,2018-11-16,ERX1215424,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:05Z,public,NextSeq 500,I0247_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663835,ERS970984,ERS970984,ERP012840,Ancient European
ERR1136559,I0232,OTHER,GCF_000001405.25,63,17873689,PRJEB11450,SAMEA3663831,3710102,HARVARD MEDICAL SCHOOL,public,"bam,sra","ena,s3,ncbi,gs","gs.US,ncbi.public,ena,s3.us-east-1",Srubnaya,ERC000011,2015-11-25,2018-11-16,ERX1215425,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:04Z,public,NextSeq 500,I0232_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663831,ERS970980,ERS970980,ERP012840,Ancient European
ERR1136560,I0234,OTHER,GCF_000001405.25,60,4093342,PRJEB11450,SAMEA3663832,990509,HARVARD MEDICAL SCHOOL,public,"bam,sra","ena,gs,ncbi,s3","s3.us-east-1,ena,gs.US,ncbi.public",Srubnaya,ERC000011,2015-11-25,2018-11-16,ERX1215426,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:05Z,public,NextSeq 500,I0234_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663832,ERS970981,ERS970981,ERP012840,Ancient European
ERR1136561,I0235,OTHER,GCF_000001405.25,63,2066772,PRJEB11450,SAMEA3663833,674715,HARVARD MEDICAL SCHOOL,public,"sra,bam","ncbi,gs,ena,s3","gs.US,s3.us-east-1,ncbi.public,ena",Srubnaya,ERC000011,2015-11-25,2018-11-16,ERX1215427,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:05Z,public,NextSeq 500,I0235_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663833,ERS970982,ERS970982,ERP012840,Ancient European
ERR1136562,I0358,OTHER,GCF_000001405.25,61,5592370,PRJEB11450,SAMEA3663837,1195958,HARVARD MEDICAL SCHOOL,public,"bam,sra","ncbi,gs,ena,s3","ena,s3.us-east-1,ncbi.public,gs.US",Srubnaya,ERC000011,2015-11-25,2018-11-16,ERX1215428,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:05Z,public,NextSeq 500,I0358_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663837,ERS970986,ERS970986,ERP012840,Ancient European
ERR1136563,I0359,OTHER,GCF_000001405.25,63,9407448,PRJEB11450,SAMEA3663838,2134990,HARVARD MEDICAL SCHOOL,public,"sra,bam","s3,gs,ncbi,ena","gs.US,ncbi.public,ena,s3.us-east-1",Srubnaya,ERC000011,2015-11-25,2018-11-16,ERX1215429,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:05Z,public,NextSeq 500,I0359_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663838,ERS970987,ERS970987,ERP012840,Ancient European
ERR1136564,I0360,OTHER,GCF_000001405.25,60,550747,PRJEB11450,SAMEA3663839,453102,HARVARD MEDICAL SCHOOL,public,"sra,bam","ncbi,ena,s3,gs","ena,gs.US,s3.us-east-1,ncbi.public",Srubnaya,ERC000011,2015-11-25,2018-11-16,ERX1215430,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:05Z,public,NextSeq 500,I0360_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663839,ERS970988,ERS970988,ERP012840,Ancient European
ERR1136565,I0361,OTHER,GCF_000001405.25,60,5376202,PRJEB11450,SAMEA3663840,1250642,HARVARD MEDICAL SCHOOL,public,"bam,sra","s3,ena,ncbi,gs","ena,ncbi.public,s3.us-east-1,gs.US",Srubnaya,ERC000011,2015-11-25,2018-11-16,ERX1215431,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:05Z,public,NextSeq 500,I0361_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663840,ERS970989,ERS970989,ERP012840,Ancient European
ERR1136566,I0422,OTHER,GCF_000001405.25,63,9358365,PRJEB11450,SAMEA3663846,2171779,HARVARD MEDICAL SCHOOL,public,"sra,bam","ena,ncbi,s3,gs","ncbi.public,s3.us-east-1,ena,gs.US",Srubnaya,ERC000011,2015-11-25,2018-11-16,ERX1215432,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:06Z,public,NextSeq 500,I0422_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663846,ERS970995,ERS970995,ERP012840,Ancient European
ERR1136567,I0423,OTHER,GCF_000001405.25,64,5209094,PRJEB11450,SAMEA3663847,1250252,HARVARD MEDICAL SCHOOL,public,"bam,sra","ena,s3,ncbi,gs","ncbi.public,ena,s3.us-east-1,gs.US",Srubnaya,ERC000011,2015-11-25,2018-11-16,ERX1215433,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:06Z,public,NextSeq 500,I0423_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663847,ERS970996,ERS970996,ERP012840,Ancient European
ERR1136568,I0424,OTHER,GCF_000001405.25,61,3927031,PRJEB11450,SAMEA3663848,1025119,HARVARD MEDICAL SCHOOL,public,"bam,sra","ncbi,gs,s3,ena","s3.us-east-1,ena,gs.US,ncbi.public",Srubnaya,ERC000011,2015-11-25,2018-11-16,ERX1215434,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:06Z,public,NextSeq 500,I0424_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663848,ERS970997,ERS970997,ERP012840,Ancient European
ERR1136569,I0430,OTHER,GCF_000001405.25,65,7205807,PRJEB11450,SAMEA3663849,1721027,HARVARD MEDICAL SCHOOL,public,"sra,bam","ncbi,s3,ena,gs","ncbi.public,s3.us-east-1,gs.US,ena",Srubnaya,ERC000011,2015-11-25,2018-11-16,ERX1215435,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:06Z,public,NextSeq 500,I0430_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663849,ERS970998,ERS970998,ERP012840,Ancient European
ERR1136570,I0431,OTHER,GCF_000001405.25,63,3319720,PRJEB11450,SAMEA3663850,790335,HARVARD MEDICAL SCHOOL,public,"sra,bam","ena,gs,s3,ncbi","ena,ncbi.public,gs.US,s3.us-east-1",Srubnaya,ERC000011,2015-11-25,2018-11-16,ERX1215436,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:06Z,public,NextSeq 500,I0431_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663850,ERS970999,ERS970999,ERP012840,Ancient European
ERR1136571,I0421,OTHER,GCF_000001405.25,57,882744,PRJEB11450,SAMEA3663845,492816,HARVARD MEDICAL SCHOOL,public,"bam,sra","s3,gs,ena,ncbi","ena,s3.us-east-1,gs.US,ncbi.public",Srubnaya_1d_rel_I0430,ERC000011,2015-11-25,2018-11-16,ERX1215437,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:05Z,public,NextSeq 500,I0421_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663845,ERS970994,ERS970994,ERP012840,Ancient European
ERR1136572,I0354,OTHER,GCF_000001405.25,56,8406697,PRJEB11450,SAMEA3663836,2644058,HARVARD MEDICAL SCHOOL,public,"bam,sra","gs,ncbi,s3,ena","s3.us-east-1,ncbi.public,ena,gs.US",Srubnaya_outlier,ERC000011,2015-11-25,2018-11-16,ERX1215438,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:05Z,public,NextSeq 500,I0354_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663836,ERS970985,ERS970985,ERP012840,Ancient European
